Emotion,Value 
angry,24
disgust,4
scared,10
happy,1
sad,20
surprised,0
neutral,41
angry,18
disgust,5
scared,9
happy,1
sad,20
surprised,0
neutral,48
angry,18
disgust,4
scared,10
happy,1
sad,18
surprised,0
neutral,48
angry,14
disgust,4
scared,9
happy,1
sad,16
surprised,0
neutral,57
angry,11
disgust,2
scared,5
happy,0
sad,19
surprised,0
neutral,63
angry,16
disgust,2
scared,9
happy,0
sad,16
surprised,0
neutral,57
angry,12
disgust,4
scared,10
happy,1
sad,18
surprised,0
neutral,56
angry,14
disgust,3
scared,8
happy,1
sad,23
surprised,0
neutral,50
angry,14
disgust,3
scared,8
happy,1
sad,23
surprised,0
neutral,50
angry,15
disgust,7
scared,7
happy,1
sad,37
surprised,0
neutral,32
angry,11
disgust,4
scared,5
happy,1
sad,22
surprised,0
neutral,58
angry,12
disgust,4
scared,9
happy,1
sad,40
surprised,0
neutral,34
angry,17
disgust,6
scared,10
happy,1
sad,29
surprised,0
neutral,37
angry,13
disgust,2
scared,10
happy,1
sad,23
surprised,0
neutral,52
angry,15
disgust,3
scared,7
happy,0
sad,21
surprised,0
neutral,53
angry,15
disgust,3
scared,9
happy,1
sad,25
surprised,0
neutral,47
angry,17
disgust,6
scared,10
happy,1
sad,29
surprised,0
neutral,37
angry,11
disgust,4
scared,10
happy,1
sad,24
surprised,0
neutral,50
angry,11
disgust,4
scared,10
happy,1
sad,24
surprised,0
neutral,50
angry,22
disgust,2
scared,11
happy,2
sad,27
surprised,0
neutral,36
angry,12
disgust,3
scared,10
happy,1
sad,27
surprised,0
neutral,47
angry,13
disgust,2
scared,12
happy,1
sad,39
surprised,0
neutral,33
angry,16
disgust,6
scared,11
happy,1
sad,33
surprised,0
neutral,33
angry,25
disgust,2
scared,12
happy,1
sad,25
surprised,0
neutral,34
angry,28
disgust,1
scared,12
happy,1
sad,23
surprised,0
neutral,34
angry,13
disgust,3
scared,9
happy,1
sad,32
surprised,0
neutral,42
angry,13
disgust,4
scared,10
happy,1
sad,43
surprised,0
neutral,29
angry,19
disgust,4
scared,12
happy,0
sad,40
surprised,0
neutral,24
angry,19
disgust,4
scared,12
happy,0
sad,40
surprised,0
neutral,24
angry,15
disgust,5
scared,11
happy,1
sad,38
surprised,0
neutral,31
angry,16
disgust,3
scared,11
happy,1
sad,40
surprised,0
neutral,30
angry,14
disgust,5
scared,9
happy,1
sad,23
surprised,0
neutral,47
angry,19
disgust,9
scared,10
happy,1
sad,29
surprised,0
neutral,32
angry,20
disgust,9
scared,15
happy,1
sad,30
surprised,0
neutral,25
angry,24
disgust,3
scared,27
happy,1
sad,22
surprised,1
neutral,22
angry,25
disgust,2
scared,20
happy,4
sad,12
surprised,1
neutral,35
angry,17
disgust,1
scared,10
happy,3
sad,11
surprised,0
neutral,57
angry,20
disgust,2
scared,6
happy,8
sad,21
surprised,0
neutral,43
angry,22
disgust,3
scared,12
happy,18
sad,10
surprised,1
neutral,34
angry,22
disgust,3
scared,12
happy,18
sad,10
surprised,1
neutral,34
angry,23
disgust,6
scared,11
happy,23
sad,12
surprised,1
neutral,25
angry,17
disgust,10
scared,8
happy,16
sad,17
surprised,1
neutral,31
angry,7
disgust,6
scared,8
happy,33
sad,17
surprised,1
neutral,28
angry,9
disgust,5
scared,8
happy,9
sad,25
surprised,1
neutral,42
angry,4
disgust,1
scared,2
happy,15
sad,13
surprised,0
neutral,65
angry,6
disgust,1
scared,5
happy,21
sad,15
surprised,1
neutral,52
angry,6
disgust,4
scared,7
happy,22
sad,16
surprised,1
neutral,45
angry,4
disgust,0
scared,25
happy,6
sad,12
surprised,23
neutral,29
angry,9
disgust,3
scared,5
happy,33
sad,9
surprised,1
neutral,41
angry,17
disgust,3
scared,9
happy,12
sad,15
surprised,0
neutral,44
angry,16
disgust,2
scared,14
happy,17
sad,14
surprised,1
neutral,37
angry,20
disgust,1
scared,9
happy,10
sad,13
surprised,0
neutral,47
angry,10
disgust,0
scared,4
happy,15
sad,10
surprised,0
neutral,61
angry,7
disgust,0
scared,4
happy,6
sad,8
surprised,0
neutral,74
angry,14
disgust,0
scared,8
happy,12
sad,11
surprised,0
neutral,54
angry,13
disgust,1
scared,8
happy,6
sad,16
surprised,0
neutral,57
angry,15
disgust,4
scared,8
happy,9
sad,18
surprised,0
neutral,46
angry,10
disgust,3
scared,6
happy,7
sad,12
surprised,0
neutral,62
angry,11
disgust,3
scared,5
happy,4
sad,11
surprised,0
neutral,66
angry,9
disgust,1
scared,9
happy,3
sad,11
surprised,0
neutral,67
angry,9
disgust,1
scared,9
happy,3
sad,11
surprised,1
neutral,68
angry,11
disgust,1
scared,6
happy,3
sad,8
surprised,0
neutral,70
angry,7
disgust,1
scared,5
happy,5
sad,8
surprised,0
neutral,74
angry,8
disgust,0
scared,7
happy,8
sad,15
surprised,0
neutral,62
angry,8
disgust,0
scared,7
happy,8
sad,15
surprised,0
neutral,62
angry,11
disgust,0
scared,8
happy,4
sad,20
surprised,0
neutral,56
angry,9
disgust,1
scared,6
happy,23
sad,15
surprised,0
neutral,44
angry,4
disgust,0
scared,6
happy,33
sad,13
surprised,1
neutral,44
angry,4
disgust,0
scared,6
happy,33
sad,13
surprised,1
neutral,44
angry,2
disgust,0
scared,5
happy,40
sad,10
surprised,1
neutral,43
angry,1
disgust,0
scared,3
happy,58
sad,5
surprised,0
neutral,32
angry,2
disgust,0
scared,3
happy,61
sad,6
surprised,1
neutral,27
angry,2
disgust,0
scared,4
happy,40
sad,7
surprised,1
neutral,46
angry,3
disgust,0
scared,5
happy,25
sad,7
surprised,1
neutral,59
angry,3
disgust,0
scared,6
happy,17
sad,9
surprised,1
neutral,65
angry,3
disgust,0
scared,5
happy,22
sad,8
surprised,1
neutral,61
angry,2
disgust,0
scared,4
happy,23
sad,7
surprised,1
neutral,63
angry,3
disgust,0
scared,7
happy,29
sad,11
surprised,1
neutral,49
angry,4
disgust,0
scared,6
happy,36
sad,11
surprised,1
neutral,42
angry,6
disgust,0
scared,5
happy,26
sad,11
surprised,1
neutral,51
angry,3
disgust,0
scared,4
happy,55
sad,7
surprised,0
neutral,30
angry,4
disgust,0
scared,4
happy,41
sad,7
surprised,1
neutral,44
angry,8
disgust,0
scared,4
happy,31
sad,8
surprised,1
neutral,47
angry,4
disgust,0
scared,3
happy,45
sad,5
surprised,1
neutral,43
angry,2
disgust,0
scared,3
happy,43
sad,5
surprised,1
neutral,46
angry,3
disgust,0
scared,4
happy,28
sad,5
surprised,1
neutral,59
angry,2
disgust,0
scared,2
happy,29
sad,5
surprised,1
neutral,61
angry,4
disgust,0
scared,6
happy,21
sad,9
surprised,2
neutral,58
angry,4
disgust,0
scared,5
happy,21
sad,8
surprised,1
neutral,60
angry,4
disgust,0
scared,5
happy,21
sad,8
surprised,1
neutral,60
angry,4
disgust,0
scared,5
happy,30
sad,9
surprised,2
neutral,51
angry,3
disgust,0
scared,5
happy,28
sad,7
surprised,1
neutral,55
angry,2
disgust,0
scared,6
happy,14
sad,11
surprised,1
neutral,65
angry,2
disgust,0
scared,7
happy,18
sad,9
surprised,1
neutral,63
angry,2
disgust,0
scared,4
happy,36
sad,6
surprised,1
neutral,51
angry,3
disgust,0
scared,4
happy,25
sad,7
surprised,1
neutral,60
angry,6
disgust,0
scared,7
happy,26
sad,12
surprised,1
neutral,48
angry,3
disgust,0
scared,5
happy,23
sad,7
surprised,1
neutral,61
angry,3
disgust,0
scared,6
happy,24
sad,10
surprised,1
neutral,56
angry,3
disgust,0
scared,6
happy,24
sad,10
surprised,1
neutral,56
angry,4
disgust,0
scared,4
happy,26
sad,12
surprised,1
neutral,52
angry,4
disgust,0
scared,4
happy,27
sad,11
surprised,1
neutral,53
angry,5
disgust,0
scared,6
happy,27
sad,15
surprised,1
neutral,46
angry,4
disgust,0
scared,5
happy,34
sad,7
surprised,1
neutral,49
angry,3
disgust,0
scared,4
happy,43
sad,8
surprised,1
neutral,41
angry,7
disgust,0
scared,4
happy,43
sad,11
surprised,1
neutral,34
angry,4
disgust,0
scared,4
happy,47
sad,11
surprised,1
neutral,33
angry,5
disgust,0
scared,7
happy,39
sad,12
surprised,2
neutral,35
angry,4
disgust,0
scared,5
happy,41
sad,10
surprised,1
neutral,39
angry,4
disgust,0
scared,5
happy,41
sad,10
surprised,1
neutral,39
angry,8
disgust,0
scared,3
happy,37
sad,15
surprised,1
neutral,37
angry,13
disgust,0
scared,4
happy,19
sad,17
surprised,1
neutral,46
angry,4
disgust,0
scared,2
happy,32
sad,10
surprised,1
neutral,51
angry,12
disgust,0
scared,4
happy,23
sad,21
surprised,1
neutral,38
angry,13
disgust,0
scared,3
happy,40
sad,10
surprised,2
neutral,32
angry,4
disgust,0
scared,3
happy,55
sad,6
surprised,1
neutral,31
angry,9
disgust,0
scared,5
happy,32
sad,17
surprised,2
neutral,34
angry,5
disgust,0
scared,4
happy,35
sad,14
surprised,1
neutral,40
angry,9
disgust,0
scared,6
happy,27
sad,15
surprised,2
neutral,42
angry,9
disgust,0
scared,6
happy,27
sad,15
surprised,2
neutral,42
angry,6
disgust,0
scared,8
happy,32
sad,15
surprised,2
neutral,36
angry,7
disgust,0
scared,7
happy,26
sad,15
surprised,1
neutral,43
angry,5
disgust,0
scared,8
happy,28
sad,12
surprised,1
neutral,46
angry,5
disgust,0
scared,8
happy,25
sad,12
surprised,1
neutral,50
angry,8
disgust,0
scared,9
happy,20
sad,12
surprised,2
neutral,48
angry,8
disgust,0
scared,9
happy,20
sad,12
surprised,2
neutral,48
angry,7
disgust,0
scared,6
happy,15
sad,9
surprised,1
neutral,61
angry,9
disgust,0
scared,9
happy,19
sad,11
surprised,2
neutral,50
angry,9
disgust,0
scared,10
happy,14
sad,15
surprised,1
neutral,50
angry,5
disgust,0
scared,6
happy,16
sad,10
surprised,1
neutral,63
angry,5
disgust,0
scared,5
happy,21
sad,9
surprised,1
neutral,59
angry,6
disgust,1
scared,11
happy,14
sad,16
surprised,1
neutral,51
angry,4
disgust,0
scared,6
happy,16
sad,10
surprised,1
neutral,61
angry,5
disgust,1
scared,10
happy,9
sad,19
surprised,1
neutral,57
angry,8
disgust,1
scared,13
happy,7
sad,23
surprised,1
neutral,46
angry,5
disgust,0
scared,10
happy,9
sad,14
surprised,1
neutral,61
angry,5
disgust,0
scared,10
happy,9
sad,14
surprised,1
neutral,61
angry,6
disgust,1
scared,9
happy,5
sad,16
surprised,1
neutral,63
angry,5
disgust,1
scared,9
happy,5
sad,19
surprised,1
neutral,61
angry,11
disgust,2
scared,17
happy,5
sad,28
surprised,2
neutral,36
angry,8
disgust,1
scared,11
happy,6
sad,17
surprised,1
neutral,58
angry,6
disgust,0
scared,12
happy,5
sad,20
surprised,1
neutral,56
angry,4
disgust,0
scared,19
happy,3
sad,21
surprised,1
neutral,51
angry,7
disgust,1
scared,23
happy,3
sad,27
surprised,1
neutral,39
angry,7
disgust,1
scared,23
happy,3
sad,26
surprised,1
neutral,40
angry,7
disgust,1
scared,18
happy,3
sad,23
surprised,1
neutral,48
angry,5
disgust,0
scared,15
happy,7
sad,14
surprised,1
neutral,58
angry,7
disgust,1
scared,14
happy,3
sad,18
surprised,1
neutral,58
angry,5
disgust,0
scared,12
happy,5
sad,15
surprised,1
neutral,63
angry,6
disgust,1
scared,16
happy,3
sad,17
surprised,1
neutral,57
angry,5
disgust,1
scared,14
happy,3
sad,16
surprised,1
neutral,60
angry,4
disgust,0
scared,16
happy,3
sad,22
surprised,1
neutral,53
angry,7
disgust,1
scared,19
happy,2
sad,26
surprised,0
neutral,45
angry,7
disgust,1
scared,24
happy,2
sad,27
surprised,1
neutral,38
angry,8
disgust,1
scared,21
happy,2
sad,23
surprised,1
neutral,43
angry,6
disgust,1
scared,22
happy,2
sad,27
surprised,1
neutral,41
angry,7
disgust,0
scared,14
happy,6
sad,20
surprised,1
neutral,52
angry,5
disgust,0
scared,12
happy,3
sad,19
surprised,1
neutral,60
angry,6
disgust,1
scared,11
happy,5
sad,20
surprised,1
neutral,56
angry,8
disgust,1
scared,10
happy,7
sad,15
surprised,1
neutral,59
angry,8
disgust,1
scared,12
happy,5
sad,22
surprised,0
neutral,53
angry,5
disgust,0
scared,8
happy,4
sad,19
surprised,0
neutral,62
angry,6
disgust,1
scared,14
happy,6
sad,22
surprised,0
neutral,51
angry,10
disgust,1
scared,15
happy,3
sad,24
surprised,1
neutral,46
angry,11
disgust,1
scared,15
happy,1
sad,25
surprised,0
neutral,46
angry,6
disgust,0
scared,10
happy,6
sad,20
surprised,0
neutral,58
angry,9
disgust,1
scared,23
happy,1
sad,32
surprised,1
neutral,33
angry,5
disgust,1
scared,14
happy,1
sad,21
surprised,1
neutral,58
angry,11
disgust,1
scared,21
happy,1
sad,31
surprised,0
neutral,35
angry,6
disgust,0
scared,25
happy,1
sad,24
surprised,1
neutral,43
angry,8
disgust,1
scared,30
happy,1
sad,30
surprised,1
neutral,29
angry,8
disgust,1
scared,22
happy,1
sad,29
surprised,1
neutral,39
angry,8
disgust,0
scared,27
happy,1
sad,29
surprised,1
neutral,33
angry,8
disgust,0
scared,18
happy,1
sad,36
surprised,1
neutral,35
angry,9
disgust,1
scared,23
happy,1
sad,32
surprised,1
neutral,35
angry,7
disgust,1
scared,22
happy,0
sad,28
surprised,1
neutral,40
angry,11
disgust,2
scared,27
happy,1
sad,34
surprised,1
neutral,25
angry,7
disgust,0
scared,18
happy,1
sad,35
surprised,1
neutral,38
angry,7
disgust,0
scared,18
happy,1
sad,35
surprised,1
neutral,38
angry,13
disgust,1
scared,32
happy,0
sad,35
surprised,1
neutral,17
angry,8
disgust,2
scared,23
happy,1
sad,28
surprised,1
neutral,36
angry,11
disgust,2
scared,25
happy,1
sad,36
surprised,1
neutral,23
angry,9
disgust,1
scared,24
happy,1
sad,30
surprised,1
neutral,34
angry,11
disgust,2
scared,23
happy,1
sad,34
surprised,0
neutral,28
angry,7
disgust,1
scared,29
happy,1
sad,28
surprised,1
neutral,33
angry,8
disgust,1
scared,20
happy,1
sad,31
surprised,0
neutral,37
angry,9
disgust,1
scared,20
happy,1
sad,32
surprised,1
neutral,37
angry,11
disgust,1
scared,22
happy,1
sad,37
surprised,1
neutral,27
angry,11
disgust,1
scared,22
happy,1
sad,37
surprised,1
neutral,27
angry,7
disgust,1
scared,26
happy,1
sad,29
surprised,1
neutral,35
angry,9
disgust,1
scared,29
happy,1
sad,29
surprised,1
neutral,30
angry,10
disgust,2
scared,27
happy,2
sad,30
surprised,1
neutral,29
angry,9
disgust,1
scared,29
happy,1
sad,40
surprised,1
neutral,20
angry,7
disgust,1
scared,19
happy,1
sad,34
surprised,1
neutral,38
angry,7
disgust,1
scared,25
happy,1
sad,33
surprised,1
neutral,33
angry,7
disgust,1
scared,28
happy,1
sad,27
surprised,1
neutral,35
angry,8
disgust,1
scared,23
happy,1
sad,29
surprised,1
neutral,38
angry,8
disgust,1
scared,23
happy,1
sad,29
surprised,1
neutral,38
angry,9
disgust,1
scared,28
happy,1
sad,37
surprised,1
neutral,23
angry,9
disgust,1
scared,22
happy,1
sad,34
surprised,1
neutral,32
angry,9
disgust,1
scared,19
happy,1
sad,34
surprised,1
neutral,36
angry,11
disgust,2
scared,25
happy,0
sad,39
surprised,1
neutral,22
angry,7
disgust,1
scared,23
happy,1
sad,36
surprised,1
neutral,31
angry,9
disgust,1
scared,22
happy,1
sad,39
surprised,1
neutral,28
angry,9
disgust,1
scared,12
happy,3
sad,30
surprised,1
neutral,44
angry,10
disgust,2
scared,9
happy,2
sad,31
surprised,0
neutral,46
angry,8
disgust,1
scared,12
happy,2
sad,31
surprised,0
neutral,45
angry,8
disgust,1
scared,12
happy,2
sad,31
surprised,0
neutral,45
angry,7
disgust,1
scared,13
happy,2
sad,30
surprised,0
neutral,47
angry,8
disgust,1
scared,16
happy,1
sad,32
surprised,0
neutral,41
angry,4
disgust,0
scared,10
happy,2
sad,28
surprised,1
neutral,54
angry,7
disgust,1
scared,16
happy,1
sad,27
surprised,1
neutral,48
angry,11
disgust,1
scared,16
happy,2
sad,33
surprised,0
neutral,36
angry,12
disgust,2
scared,21
happy,2
sad,33
surprised,1
neutral,30
angry,14
disgust,3
scared,15
happy,3
sad,34
surprised,1
neutral,31
angry,12
disgust,5
scared,16
happy,1
sad,24
surprised,1
neutral,41
angry,12
disgust,4
scared,10
happy,2
sad,18
surprised,0
neutral,53
angry,12
disgust,4
scared,10
happy,2
sad,18
surprised,0
neutral,53
angry,18
disgust,13
scared,8
happy,2
sad,23
surprised,0
neutral,35
angry,29
disgust,4
scared,9
happy,3
sad,32
surprised,0
neutral,22
angry,10
disgust,3
scared,28
happy,12
sad,31
surprised,1
neutral,15
angry,7
disgust,1
scared,4
happy,2
sad,23
surprised,1
neutral,62
angry,10
disgust,5
scared,11
happy,8
sad,26
surprised,1
neutral,39
angry,9
disgust,6
scared,6
happy,7
sad,24
surprised,0
neutral,47
angry,8
disgust,1
scared,7
happy,5
sad,23
surprised,1
neutral,55
angry,19
disgust,5
scared,12
happy,4
sad,26
surprised,2
neutral,31
angry,19
disgust,5
scared,12
happy,4
sad,26
surprised,2
neutral,31
angry,17
disgust,9
scared,11
happy,3
sad,29
surprised,3
neutral,28
angry,14
disgust,5
scared,6
happy,3
sad,18
surprised,3
neutral,51
angry,17
disgust,2
scared,6
happy,2
sad,26
surprised,1
neutral,46
angry,16
disgust,1
scared,7
happy,6
sad,30
surprised,1
neutral,39
angry,16
disgust,2
scared,5
happy,8
sad,27
surprised,1
neutral,41
angry,20
disgust,3
scared,8
happy,4
sad,22
surprised,2
neutral,42
angry,17
disgust,4
scared,11
happy,3
sad,31
surprised,4
neutral,30
angry,19
disgust,2
scared,13
happy,4
sad,30
surprised,1
neutral,32
angry,25
disgust,3
scared,9
happy,3
sad,22
surprised,0
neutral,38
angry,27
disgust,1
scared,8
happy,8
sad,16
surprised,1
neutral,39
angry,28
disgust,0
scared,8
happy,10
sad,16
surprised,1
neutral,37
angry,24
disgust,1
scared,9
happy,10
sad,19
surprised,1
neutral,37
angry,26
disgust,0
scared,10
happy,11
sad,20
surprised,1
neutral,32
angry,20
disgust,1
scared,10
happy,6
sad,24
surprised,1
neutral,38
angry,14
disgust,1
scared,5
happy,6
sad,31
surprised,1
neutral,43
angry,14
disgust,2
scared,7
happy,18
sad,24
surprised,1
neutral,34
angry,14
disgust,1
scared,4
happy,4
sad,24
surprised,0
neutral,53
angry,9
disgust,1
scared,5
happy,9
sad,17
surprised,1
neutral,57
angry,11
disgust,1
scared,6
happy,10
sad,21
surprised,1
neutral,52
angry,11
disgust,2
scared,7
happy,4
sad,18
surprised,1
neutral,58
angry,12
disgust,3
scared,6
happy,5
sad,19
surprised,1
neutral,53
angry,9
disgust,1
scared,5
happy,5
sad,16
surprised,0
neutral,64
angry,9
disgust,1
scared,5
happy,5
sad,16
surprised,0
neutral,64
angry,17
disgust,1
scared,7
happy,6
sad,18
surprised,0
neutral,51
angry,12
disgust,1
scared,3
happy,7
sad,20
surprised,0
neutral,58
angry,27
disgust,1
scared,10
happy,2
sad,34
surprised,0
neutral,26
angry,10
disgust,0
scared,14
happy,1
sad,65
surprised,0
neutral,10
angry,2
disgust,0
scared,72
happy,5
sad,15
surprised,1
neutral,5
angry,7
disgust,0
scared,53
happy,2
sad,24
surprised,1
neutral,12
angry,13
disgust,0
scared,12
happy,37
sad,20
surprised,1
neutral,17
angry,11
disgust,0
scared,11
happy,18
sad,28
surprised,0
neutral,31
angry,15
disgust,0
scared,13
happy,9
sad,45
surprised,0
neutral,17
angry,20
disgust,0
scared,22
happy,6
sad,38
surprised,0
neutral,14
angry,25
disgust,0
scared,15
happy,3
sad,35
surprised,1
neutral,21
angry,24
disgust,0
scared,12
happy,6
sad,23
surprised,1
neutral,34
angry,26
disgust,0
scared,11
happy,5
sad,26
surprised,1
neutral,31
angry,20
disgust,0
scared,8
happy,11
sad,24
surprised,1
neutral,37
angry,25
disgust,0
scared,11
happy,7
sad,29
surprised,1
neutral,27
angry,9
disgust,0
scared,5
happy,8
sad,18
surprised,0
neutral,59
angry,14
disgust,0
scared,9
happy,5
sad,21
surprised,1
neutral,51
angry,23
disgust,0
scared,7
happy,1
sad,26
surprised,0
neutral,43
angry,21
disgust,0
scared,13
happy,2
sad,39
surprised,0
neutral,25
angry,25
disgust,0
scared,9
happy,5
sad,26
surprised,1
neutral,34
angry,21
disgust,0
scared,6
happy,4
sad,33
surprised,1
neutral,34
angry,36
disgust,0
scared,5
happy,2
sad,28
surprised,1
neutral,28
angry,32
disgust,0
scared,3
happy,3
sad,24
surprised,1
neutral,37
angry,22
disgust,0
scared,2
happy,1
sad,36
surprised,1
neutral,38
angry,22
disgust,0
scared,2
happy,1
sad,36
surprised,1
neutral,38
angry,30
disgust,0
scared,3
happy,1
sad,26
surprised,1
neutral,39
angry,29
disgust,0
scared,3
happy,1
sad,37
surprised,1
neutral,30
angry,36
disgust,1
scared,16
happy,2
sad,33
surprised,2
neutral,10
angry,34
disgust,0
scared,12
happy,2
sad,34
surprised,2
neutral,16
angry,34
disgust,0
scared,12
happy,2
sad,34
surprised,2
neutral,16
angry,36
disgust,0
scared,10
happy,1
sad,37
surprised,2
neutral,14
angry,30
disgust,0
scared,13
happy,2
sad,37
surprised,2
neutral,15
angry,37
disgust,1
scared,13
happy,1
sad,39
surprised,2
neutral,8
angry,29
disgust,0
scared,14
happy,1
sad,38
surprised,2
neutral,16
angry,35
disgust,1
scared,12
happy,1
sad,33
surprised,3
neutral,15
angry,42
disgust,1
scared,12
happy,1
sad,30
surprised,2
neutral,12
angry,42
disgust,1
scared,12
happy,1
sad,30
surprised,2
neutral,12
angry,33
disgust,0
scared,9
happy,1
sad,30
surprised,3
neutral,22
angry,30
disgust,1
scared,13
happy,1
sad,36
surprised,4
neutral,16
angry,28
disgust,0
scared,10
happy,2
sad,29
surprised,3
neutral,28
angry,34
disgust,1
scared,9
happy,1
sad,30
surprised,4
neutral,21
angry,33
disgust,1
scared,9
happy,1
sad,32
surprised,4
neutral,20
angry,27
disgust,1
scared,14
happy,1
sad,30
surprised,5
neutral,23
angry,30
disgust,1
scared,11
happy,0
sad,38
surprised,2
neutral,17
angry,30
disgust,1
scared,11
happy,0
sad,38
surprised,2
neutral,17
angry,25
disgust,1
scared,10
happy,1
sad,20
surprised,2
neutral,39
angry,39
disgust,2
scared,16
happy,3
sad,17
surprised,3
neutral,21
angry,32
disgust,3
scared,20
happy,5
sad,20
surprised,3
neutral,16
angry,36
disgust,1
scared,14
happy,3
sad,29
surprised,1
neutral,17
angry,31
disgust,0
scared,15
happy,9
sad,22
surprised,1
neutral,22
angry,15
disgust,0
scared,16
happy,12
sad,33
surprised,0
neutral,24
angry,10
disgust,0
scared,10
happy,23
sad,37
surprised,0
neutral,19
angry,17
disgust,2
scared,7
happy,24
sad,28
surprised,0
neutral,21
angry,17
disgust,2
scared,7
happy,24
sad,28
surprised,0
neutral,21
angry,51
disgust,0
scared,6
happy,13
sad,13
surprised,0
neutral,16
angry,6
disgust,0
scared,12
happy,16
sad,5
surprised,20
neutral,41
angry,6
disgust,0
scared,12
happy,16
sad,5
surprised,20
neutral,41
angry,8
disgust,0
scared,12
happy,7
sad,4
surprised,22
neutral,45
angry,16
disgust,0
scared,13
happy,31
sad,14
surprised,14
neutral,13
angry,16
disgust,0
scared,13
happy,31
sad,14
surprised,14
neutral,13
angry,6
disgust,0
scared,11
happy,24
sad,10
surprised,16
neutral,32
angry,9
disgust,0
scared,28
happy,9
sad,6
surprised,13
neutral,35
angry,8
disgust,1
scared,10
happy,37
sad,14
surprised,8
neutral,22
angry,13
disgust,1
scared,11
happy,21
sad,23
surprised,12
neutral,19
angry,13
disgust,1
scared,11
happy,21
sad,23
surprised,12
neutral,19
angry,6
disgust,4
scared,9
happy,13
sad,18
surprised,31
neutral,18
angry,5
disgust,3
scared,9
happy,14
sad,17
surprised,32
neutral,19
angry,5
disgust,2
scared,8
happy,15
sad,17
surprised,31
neutral,22
angry,12
disgust,5
scared,9
happy,15
sad,26
surprised,16
neutral,16
angry,8
disgust,2
scared,9
happy,21
sad,25
surprised,20
neutral,16
angry,8
disgust,4
scared,10
happy,18
sad,24
surprised,22
neutral,15
angry,8
disgust,4
scared,10
happy,18
sad,24
surprised,22
neutral,15
angry,7
disgust,0
scared,27
happy,14
sad,10
surprised,16
neutral,26
angry,5
disgust,0
scared,10
happy,5
sad,4
surprised,31
neutral,44
angry,5
disgust,0
scared,10
happy,5
sad,4
surprised,31
neutral,44
angry,6
disgust,0
scared,10
happy,4
sad,5
surprised,37
neutral,37
angry,9
disgust,2
scared,10
happy,16
sad,21
surprised,25
neutral,17
angry,11
disgust,1
scared,14
happy,16
sad,21
surprised,22
neutral,14
angry,11
disgust,1
scared,14
happy,16
sad,21
surprised,22
neutral,14
angry,5
disgust,1
scared,8
happy,37
sad,12
surprised,9
neutral,28
angry,39
disgust,0
scared,4
happy,7
sad,7
surprised,0
neutral,43
angry,39
disgust,0
scared,6
happy,13
sad,17
surprised,0
neutral,25
angry,25
disgust,0
scared,4
happy,30
sad,13
surprised,0
neutral,28
angry,25
disgust,0
scared,9
happy,21
sad,24
surprised,0
neutral,21
angry,20
disgust,0
scared,4
happy,25
sad,15
surprised,0
neutral,36
angry,10
disgust,1
scared,3
happy,24
sad,20
surprised,20
neutral,21
angry,9
disgust,1
scared,9
happy,15
sad,26
surprised,24
neutral,16
angry,23
disgust,1
scared,7
happy,15
sad,20
surprised,0
neutral,34
angry,21
disgust,0
scared,9
happy,15
sad,24
surprised,0
neutral,31
angry,41
disgust,0
scared,13
happy,12
sad,22
surprised,0
neutral,11
angry,30
disgust,0
scared,11
happy,17
sad,19
surprised,0
neutral,23
angry,28
disgust,0
scared,8
happy,14
sad,22
surprised,0
neutral,26
angry,21
disgust,0
scared,11
happy,25
sad,17
surprised,0
neutral,26
angry,11
disgust,0
scared,3
happy,33
sad,7
surprised,0
neutral,46
angry,10
disgust,0
scared,3
happy,41
sad,8
surprised,0
neutral,38
angry,10
disgust,0
scared,3
happy,41
sad,8
surprised,0
neutral,38
angry,21
disgust,1
scared,6
happy,21
sad,12
surprised,0
neutral,39
angry,31
disgust,1
scared,5
happy,12
sad,17
surprised,0
neutral,34
angry,50
disgust,1
scared,8
happy,8
sad,15
surprised,0
neutral,19
angry,45
disgust,1
scared,14
happy,12
sad,16
surprised,0
neutral,12
angry,14
disgust,2
scared,4
happy,10
sad,19
surprised,40
neutral,11
angry,4
disgust,4
scared,7
happy,18
sad,9
surprised,36
neutral,22
angry,28
disgust,0
scared,6
happy,15
sad,13
surprised,0
neutral,37
angry,5
disgust,4
scared,6
happy,13
sad,12
surprised,33
neutral,27
angry,4
disgust,4
scared,7
happy,12
sad,11
surprised,45
neutral,18
angry,12
disgust,2
scared,6
happy,16
sad,21
surprised,33
neutral,10
angry,21
disgust,0
scared,7
happy,16
sad,10
surprised,0
neutral,47
angry,11
disgust,2
scared,6
happy,9
sad,26
surprised,35
neutral,10
angry,11
disgust,2
scared,6
happy,9
sad,26
surprised,35
neutral,10
angry,31
disgust,0
scared,6
happy,15
sad,11
surprised,0
neutral,37
angry,22
disgust,0
scared,6
happy,16
sad,9
surprised,0
neutral,46
angry,29
disgust,0
scared,5
happy,12
sad,10
surprised,0
neutral,44
angry,29
disgust,0
scared,5
happy,11
sad,11
surprised,0
neutral,43
angry,26
disgust,1
scared,9
happy,12
sad,15
surprised,0
neutral,36
angry,30
disgust,1
scared,8
happy,11
sad,13
surprised,0
neutral,37
angry,14
disgust,0
scared,11
happy,15
sad,16
surprised,0
neutral,43
angry,14
disgust,1
scared,37
happy,18
sad,11
surprised,4
neutral,14
angry,11
disgust,1
scared,40
happy,14
sad,7
surprised,5
neutral,21
angry,7
