Emotion,Value 
disgust,0
scared,4
happy,42
sad,11
surprised,1
neutral,32
angry,11
disgust,0
scared,4
happy,42
sad,11
surprised,1
neutral,32
angry,17
disgust,2
scared,8
happy,22
sad,18
surprised,1
neutral,33
angry,22
disgust,2
scared,7
happy,14
sad,18
surprised,1
neutral,36
angry,20
disgust,2
scared,7
happy,21
sad,20
surprised,1
neutral,31
angry,10
disgust,1
scared,4
happy,16
sad,15
surprised,0
neutral,54
angry,14
disgust,2
scared,5
happy,12
sad,13
surprised,1
neutral,53
angry,16
disgust,4
scared,6
happy,9
sad,17
surprised,1
neutral,46
angry,8
disgust,2
scared,5
happy,12
sad,11
surprised,1
neutral,61
angry,12
disgust,1
scared,6
happy,11
sad,17
surprised,1
neutral,53
angry,15
disgust,2
scared,5
happy,14
sad,15
surprised,1
neutral,50
angry,15
disgust,2
scared,5
happy,14
sad,15
surprised,1
neutral,50
angry,7
disgust,1
scared,3
happy,9
sad,10
surprised,0
neutral,69
angry,13
disgust,2
scared,5
happy,13
sad,12
surprised,1
neutral,53
angry,14
disgust,4
scared,5
happy,5
sad,17
surprised,0
neutral,55
angry,21
disgust,3
scared,9
happy,4
sad,13
surprised,1
neutral,50
angry,17
disgust,3
scared,5
happy,10
sad,14
surprised,1
neutral,50
angry,13
disgust,1
scared,3
happy,21
sad,18
surprised,0
neutral,43
angry,24
disgust,3
scared,6
happy,25
sad,19
surprised,0
neutral,23
angry,15
disgust,1
scared,3
happy,28
sad,13
surprised,0
neutral,41
angry,15
disgust,1
scared,3
happy,28
sad,13
surprised,0
neutral,41
angry,18
disgust,1
scared,4
happy,34
sad,18
surprised,0
neutral,26
angry,6
disgust,0
scared,2
happy,47
sad,6
surprised,0
neutral,39
angry,10
disgust,0
scared,4
happy,61
sad,12
surprised,0
neutral,13
angry,10
disgust,1
scared,2
happy,61
sad,14
surprised,0
neutral,12
angry,2
disgust,0
scared,1
happy,67
sad,6
surprised,0
neutral,24
angry,2
disgust,0
scared,2
happy,67
sad,6
surprised,0
neutral,24
angry,2
disgust,0
scared,2
happy,66
sad,5
surprised,0
neutral,25
angry,2
disgust,0
scared,1
happy,66
sad,5
surprised,0
neutral,25
angry,2
disgust,0
scared,1
happy,66
sad,5
surprised,0
neutral,25
angry,1
disgust,0
scared,1
happy,77
sad,3
surprised,0
neutral,17
angry,2
disgust,0
scared,1
happy,80
sad,3
surprised,0
neutral,14
angry,1
disgust,0
scared,1
happy,92
sad,1
surprised,1
neutral,5
angry,18
disgust,3
scared,18
happy,8
sad,46
surprised,1
neutral,6
angry,4
disgust,1
scared,29
happy,9
sad,46
surprised,1
neutral,11
angry,2
disgust,1
scared,22
happy,4
sad,62
surprised,0
neutral,9
angry,9
disgust,0
scared,13
happy,19
sad,20
surprised,8
neutral,31
angry,10
disgust,0
scared,14
happy,25
sad,19
surprised,8
neutral,24
angry,10
disgust,0
scared,14
happy,25
sad,19
surprised,8
neutral,24
angry,12
disgust,6
scared,2
happy,74
sad,4
surprised,0
neutral,2
angry,12
disgust,6
scared,2
happy,74
sad,4
surprised,0
neutral,2
angry,13
disgust,3
scared,1
happy,78
sad,3
surprised,0
neutral,2
angry,7
disgust,2
scared,1
happy,84
sad,3
surprised,0
neutral,3
angry,10
disgust,1
scared,1
happy,61
sad,7
surprised,0
neutral,20
angry,23
disgust,6
scared,10
happy,19
sad,15
surprised,0
neutral,28
angry,23
disgust,6
scared,10
happy,19
sad,15
surprised,0
neutral,28
angry,17
disgust,1
scared,11
happy,38
sad,11
surprised,1
neutral,21
angry,18
disgust,0
scared,11
happy,21
sad,6
surprised,4
neutral,39
angry,14
disgust,3
scared,21
happy,20
sad,27
surprised,3
neutral,12
angry,12
disgust,2
scared,25
happy,28
sad,17
surprised,4
neutral,12
angry,14
disgust,1
scared,12
happy,20
sad,38
surprised,1
neutral,16
angry,14
disgust,1
scared,12
happy,20
sad,38
surprised,1
neutral,16
angry,5
disgust,1
scared,14
happy,39
sad,26
surprised,1
neutral,14
angry,9
disgust,1
scared,18
happy,21
sad,38
surprised,1
neutral,13
angry,7
disgust,0
scared,20
happy,17
sad,40
surprised,3
neutral,13
angry,6
disgust,0
scared,18
happy,18
sad,48
surprised,1
neutral,9
angry,7
disgust,1
scared,22
happy,17
sad,41
surprised,2
neutral,10
angry,4
disgust,0
scared,45
happy,6
sad,38
surprised,1
neutral,7
angry,4
disgust,0
scared,45
happy,6
sad,38
surprised,1
neutral,7
angry,8
disgust,1
scared,10
happy,27
sad,12
surprised,13
neutral,30
angry,10
disgust,0
scared,15
happy,15
sad,14
surprised,12
neutral,34
angry,27
disgust,1
scared,14
happy,23
sad,8
surprised,8
neutral,18
angry,14
disgust,0
scared,5
happy,22
sad,49
surprised,0
neutral,9
angry,22
disgust,0
scared,17
happy,4
sad,49
surprised,1
neutral,6
angry,11
disgust,0
scared,14
happy,5
sad,65
surprised,1
neutral,5
angry,11
disgust,0
scared,14
happy,5
sad,65
surprised,1
neutral,5
angry,6
disgust,0
scared,8
happy,10
sad,68
surprised,0
neutral,7
angry,21
disgust,0
scared,16
happy,23
sad,19
surprised,2
neutral,20
angry,21
disgust,0
scared,16
happy,23
sad,19
surprised,2
neutral,20
angry,26
disgust,1
scared,10
happy,44
sad,11
surprised,0
neutral,9
angry,26
disgust,1
scared,10
happy,44
sad,11
surprised,0
neutral,9
angry,22
disgust,2
scared,4
happy,53
sad,11
surprised,0
neutral,7
angry,30
disgust,1
scared,4
happy,36
sad,18
surprised,0
neutral,11
angry,35
disgust,1
scared,6
happy,18
sad,20
surprised,0
neutral,20
angry,44
disgust,4
scared,15
happy,8
sad,11
surprised,0
neutral,18
angry,44
disgust,4
scared,15
happy,8
sad,11
surprised,0
neutral,18
angry,39
disgust,2
scared,17
happy,11
sad,11
surprised,0
neutral,20
angry,32
disgust,1
scared,9
happy,23
sad,9
surprised,0
neutral,26
angry,17
disgust,1
scared,8
happy,13
sad,15
surprised,0
neutral,45
angry,8
disgust,0
scared,10
happy,3
sad,30
surprised,0
neutral,48
angry,7
disgust,0
scared,6
happy,5
sad,24
surprised,0
neutral,57
angry,7
disgust,0
scared,6
happy,5
sad,24
surprised,0
neutral,57
angry,8
disgust,0
scared,5
happy,15
sad,26
surprised,0
neutral,45
angry,9
disgust,0
scared,5
happy,25
sad,23
surprised,0
neutral,38
angry,8
disgust,1
scared,5
happy,17
sad,18
surprised,0
neutral,51
angry,8
disgust,0
scared,5
happy,19
sad,19
surprised,0
neutral,49
angry,8
disgust,0
scared,33
happy,7
sad,11
surprised,9
neutral,32
angry,13
disgust,1
scared,12
happy,18
sad,22
surprised,1
neutral,33
angry,8
disgust,0
scared,19
happy,16
sad,13
surprised,7
neutral,36
angry,6
disgust,0
scared,20
happy,6
sad,7
surprised,27
neutral,35
angry,10
disgust,0
scared,21
happy,22
sad,9
surprised,4
neutral,34
angry,10
disgust,0
scared,21
happy,22
sad,9
surprised,4
neutral,34
angry,28
disgust,0
scared,24
happy,16
sad,9
surprised,4
neutral,19
angry,14
disgust,0
scared,13
happy,24
sad,11
surprised,3
neutral,34
angry,35
disgust,1
scared,4
happy,11
sad,13
surprised,0
neutral,35
angry,44
disgust,1
scared,4
happy,10
sad,17
surprised,0
neutral,23
angry,41
disgust,2
scared,5
happy,10
sad,22
surprised,0
neutral,20
angry,30
disgust,4
scared,6
happy,17
sad,22
surprised,0
neutral,22
angry,37
disgust,1
scared,4
happy,29
sad,17
surprised,0
neutral,13
angry,35
disgust,1
scared,7
happy,22
sad,25
surprised,0
neutral,11
angry,35
disgust,1
scared,7
happy,22
sad,25
surprised,0
neutral,11
angry,30
disgust,4
scared,11
happy,22
sad,24
surprised,1
neutral,9
angry,35
disgust,1
scared,10
happy,19
sad,17
surprised,0
neutral,18
angry,25
disgust,3
scared,19
happy,11
sad,26
surprised,2
neutral,13
angry,28
disgust,4
scared,15
happy,24
sad,10
surprised,3
neutral,16
angry,28
disgust,4
scared,15
happy,24
sad,10
surprised,3
neutral,16
angry,40
disgust,11
scared,23
happy,7
sad,14
surprised,1
neutral,5
angry,40
disgust,11
scared,23
happy,7
sad,14
surprised,1
neutral,5
angry,51
disgust,5
scared,22
happy,3
sad,7
surprised,1
neutral,11
angry,46
disgust,8
scared,21
happy,3
sad,13
surprised,1
neutral,8
angry,45
disgust,15
scared,18
happy,6
sad,9
surprised,1
neutral,7
angry,37
disgust,8
scared,25
happy,6
sad,14
surprised,1
neutral,9
angry,37
disgust,8
scared,25
happy,6
sad,14
surprised,1
neutral,9
angry,21
disgust,3
scared,13
happy,25
sad,13
surprised,0
neutral,25
angry,27
disgust,2
scared,19
happy,21
sad,14
surprised,1
neutral,17
angry,4
disgust,0
scared,5
happy,33
sad,7
surprised,4
neutral,46
angry,4
disgust,0
scared,5
happy,33
sad,7
surprised,4
neutral,46
angry,11
disgust,1
scared,7
happy,17
sad,14
surprised,5
neutral,46
angry,11
disgust,0
scared,9
happy,14
sad,16
surprised,5
neutral,44
angry,6
disgust,0
scared,13
happy,11
sad,6
surprised,8
neutral,56
angry,15
disgust,4
scared,3
happy,17
sad,7
surprised,1
neutral,54
angry,19
disgust,3
scared,6
happy,17
sad,15
surprised,1
neutral,39
angry,19
disgust,3
scared,6
happy,17
sad,15
surprised,1
neutral,39
angry,24
disgust,1
scared,6
happy,29
sad,8
surprised,3
neutral,28
angry,23
disgust,1
scared,9
happy,14
sad,20
surprised,2
neutral,31
angry,12
disgust,1
scared,4
happy,44
sad,8
surprised,0
neutral,31
angry,19
disgust,1
scared,10
happy,31
sad,18
surprised,1
neutral,20
angry,17
disgust,2
scared,7
happy,25
sad,31
surprised,0
neutral,17
angry,27
disgust,2
scared,8
happy,4
sad,50
surprised,0
neutral,9
angry,27
disgust,2
scared,8
happy,4
sad,50
surprised,0
neutral,9
angry,21
disgust,2
scared,9
happy,23
sad,29
surprised,1
neutral,14
angry,7
disgust,0
scared,6
happy,47
sad,19
surprised,0
neutral,21
angry,6
disgust,0
scared,6
happy,42
sad,10
surprised,0
neutral,35
angry,5
disgust,0
scared,5
happy,53
sad,11
surprised,0
neutral,26
angry,7
disgust,1
scared,4
happy,51
sad,9
surprised,0
neutral,28
angry,8
disgust,0
scared,7
happy,53
sad,8
surprised,0
neutral,24
angry,8
disgust,0
scared,7
happy,53
sad,8
surprised,0
neutral,24
angry,7
disgust,2
scared,8
happy,22
sad,27
surprised,15
neutral,17
angry,7
disgust,3
scared,11
happy,18
sad,28
surprised,13
neutral,20
angry,6
disgust,0
scared,2
happy,40
sad,5
surprised,0
neutral,47
angry,5
disgust,0
scared,3
happy,45
sad,6
surprised,0
neutral,41
angry,5
disgust,0
scared,2
happy,26
sad,6
surprised,0
neutral,61
angry,3
disgust,0
scared,1
happy,27
sad,3
surprised,0
neutral,65
angry,6
disgust,0
scared,1
happy,69
sad,2
surprised,0
neutral,22
angry,6
disgust,0
scared,1
happy,69
sad,2
surprised,0
neutral,22
angry,9
disgust,0
scared,2
happy,68
sad,10
surprised,0
neutral,9
angry,43
disgust,1
scared,13
happy,18
sad,19
surprised,0
neutral,7
angry,18
disgust,0
scared,13
happy,31
sad,23
surprised,0
neutral,14
angry,9
disgust,0
scared,18
happy,6
sad,4
surprised,17
neutral,45
angry,8
disgust,0
scared,16
happy,7
sad,5
surprised,16
neutral,48
angry,5
disgust,0
scared,2
happy,76
sad,2
surprised,0
neutral,15
angry,11
disgust,1
scared,3
happy,56
sad,3
surprised,0
neutral,26
angry,4
disgust,0
scared,1
happy,74
sad,2
surprised,0
neutral,18
angry,4
disgust,0
scared,1
happy,74
sad,2
surprised,0
neutral,18
angry,10
disgust,0
scared,2
happy,72
sad,5
surprised,0
neutral,12
angry,45
disgust,1
scared,13
happy,14
sad,20
surprised,0
neutral,8
angry,7
disgust,0
scared,18
happy,7
sad,5
surprised,21
neutral,42
angry,6
disgust,0
scared,3
happy,70
sad,5
surprised,0
neutral,17
angry,44
disgust,1
scared,14
happy,15
sad,10
surprised,0
neutral,16
angry,3
disgust,0
scared,16
happy,10
sad,7
surprised,31
neutral,33
angry,6
disgust,0
scared,24
happy,6
sad,5
surprised,18
neutral,41
angry,7
disgust,2
scared,3
happy,42
sad,7
surprised,0
neutral,39
angry,7
disgust,2
scared,3
happy,42
sad,7
surprised,0
neutral,39
angry,9
disgust,1
scared,7
happy,32
sad,23
surprised,1
neutral,28
angry,25
disgust,1
scared,6
happy,18
sad,25
surprised,0
neutral,26
angry,20
disgust,0
scared,9
happy,49
sad,13
surprised,1
neutral,9
angry,15
disgust,0
scared,1
happy,62
sad,4
surprised,0
neutral,18
angry,14
disgust,1
scared,5
happy,62
sad,5
surprised,0
neutral,12
angry,6
disgust,0
scared,2
happy,76
sad,3
surprised,1
neutral,13
angry,6
disgust,0
scared,2
happy,76
sad,3
surprised,1
neutral,13
angry,1
disgust,0
scared,0
happy,92
sad,1
surprised,0
neutral,5
angry,5
disgust,2
scared,15
happy,20
sad,13
surprised,16
neutral,29
angry,2
disgust,0
scared,0
happy,85
sad,2
surprised,0
neutral,10
angry,1
disgust,0
scared,0
happy,89
sad,2
surprised,0
neutral,8
angry,2
disgust,0
scared,1
happy,87
sad,2
surprised,1
neutral,9
angry,2
disgust,0
scared,1
happy,87
sad,2
surprised,0
neutral,8
angry,2
disgust,0
scared,1
happy,87
sad,2
surprised,0
neutral,8
angry,5
disgust,2
scared,7
happy,32
sad,9
surprised,14
neutral,31
angry,1
disgust,0
scared,1
happy,91
sad,1
surprised,0
neutral,6
angry,1
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,2
disgust,0
scared,0
happy,92
sad,1
surprised,0
neutral,5
angry,10
disgust,0
scared,30
happy,15
sad,7
surprised,10
neutral,28
angry,10
disgust,0
scared,30
happy,15
sad,7
surprised,10
neutral,28
angry,0
disgust,0
scared,0
happy,98
sad,0
surprised,0
neutral,1
angry,0
disgust,0
scared,0
happy,97
sad,1
surprised,0
neutral,2
angry,0
disgust,0
scared,0
happy,97
sad,0
surprised,0
neutral,2
angry,1
disgust,1
scared,0
happy,92
sad,2
surprised,0
neutral,4
angry,0
disgust,0
scared,0
happy,94
sad,1
surprised,0
neutral,4
angry,1
disgust,0
scared,0
happy,94
sad,1
surprised,0
neutral,4
angry,1
disgust,0
scared,0
happy,94
sad,1
surprised,0
neutral,4
angry,1
disgust,1
scared,0
happy,94
sad,1
surprised,0
neutral,3
angry,1
disgust,1
scared,0
happy,90
sad,2
surprised,0
neutral,6
angry,1
disgust,1
scared,0
happy,94
sad,1
surprised,0
neutral,3
angry,1
